ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
5.0774,8.4377,-2.7806,4.78,8.1,-2.77,-0.13,0.76,0.41,-0.0096,0.0394,-0.0021,0.0,-20.94,17.06,17.69,10.0,-57.07,-115.8,0.0,972.08,38.524,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,13 / 24,493003,2016-02-09 14:45:04:490
4.9074,8.1024,-2.716,4.79,8.06,-2.89,-0.28,0.7,0.37,-0.2631,0.0724,-0.0138,0.0,-20.94,16.69,14.94,3.7,-55.24,-121.1,0.0,972.09,40.837,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,13 / 24,493503,2016-02-09 14:45:04:990
5.0727,8.258,-2.771,4.79,8.06,-2.89,-0.29,0.48,0.33,-0.017,0.0128,-0.0107,0.0,-20.56,18.19,15.75,6.23,-55.59,-119.76,0.0,972.09,40.32,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,13 / 24,494003,2016-02-09 14:45:05:490
5.1373,8.7849,-2.522,4.79,8.18,-2.51,-0.17,0.94,0.34,-0.359,0.0831,-0.0107,0.0,-20.94,18.19,16.5,6.5,-55.42,-121.18,0.0,972.08,37.1,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,12 / 24,494503,2016-02-09 14:45:05:990
5.1613,8.6364,-2.4262,4.83,8.1,-2.68,-0.16,0.62,0.4,-0.3398,0.1545,-0.0352,0.0,-21.62,14.88,16.5,7.66,-55.71,-119.02,0.0,972.08,38.041,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,12 / 24,495003,2016-02-09 14:45:06:490
5.0918,8.5478,-2.6704,4.86,8.1,-2.65,-0.25,0.78,0.28,-0.1747,0.049,-0.0192,0.0,-20.94,16.31,16.13,6.94,-55.49,-119.19,0.0,972.08,41.085,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,11 / 24,495502,2016-02-09 14:45:06:989
5.0631,8.5239,-2.7591,4.85,8.14,-2.54,-0.27,0.83,0.13,-0.0511,-0.0053,-0.0096,0.0,-21.62,16.31,16.13,8.87,-55.55,-118.87,0.0,972.09,40.718,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,11 / 24,496003,2016-02-09 14:45:07:490
5.202,8.2293,-2.4118,4.82,8.07,-2.77,-0.49,0.64,0.16,-0.2642,0.0362,-0.0522,0.0,-22.0,18.19,16.88,6.55,-55.44,-119.89,0.0,972.09,38.185,54.978058,-1.614038,319.35,173.66003832170605,,0.0,16.129032,,10 / 24,496503,2016-02-09 14:45:07:990
5.1062,8.8903,-2.4765,4.76,8.08,-2.85,-0.27,0.71,0.52,-0.3771,0.1257,-0.0426,0.0,-21.25,14.88,16.13,7.57,-56.02,-119.89,0.0,972.1,37.956,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,497003,2016-02-09 14:45:08:490
5.0655,8.4712,-2.5483,4.73,8.27,-2.32,-0.01,1.38,0.13,0.0948,-0.1332,0.0245,0.0,-20.56,13.06,17.31,10.59,-56.98,-118.15,0.0,972.1,37.955,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,497503,2016-02-09 14:45:08:990
4.8882,8.6245,-2.8956,4.72,8.2,-2.58,-0.32,0.85,0.05,-0.0064,0.0586,-0.0011,0.0,-20.56,16.69,17.69,11.14,-57.28,-117.29,0.0,972.1,35.58,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,498003,2016-02-09 14:45:09:490
5.0487,8.4832,-2.3639,4.75,8.22,-2.47,-0.21,0.61,0.24,0.0554,0.0234,0.0213,0.0,-20.94,16.69,15.75,8.17,-57.04,-117.57,0.0,972.1,35.558,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,498503,2016-02-09 14:45:09:990
5.111,8.5167,-2.5387,4.82,8.18,-2.47,-0.22,0.74,0.24,0.0053,0.0224,-0.0011,0.0,-21.62,17.06,16.5,9.0,-56.49,-117.13,0.0,972.1,36.081,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,499003,2016-02-09 14:45:10:490
5.0511,8.5742,-2.5746,4.82,8.17,-2.48,-0.27,0.78,0.25,-0.0011,-0.0128,-0.0053,0.0,-20.56,15.94,17.31,10.23,-56.42,-117.08,0.0,972.09,36.326,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,499503,2016-02-09 14:45:10:990
4.7972,8.8544,-2.3447,4.67,8.26,-2.48,-0.11,0.69,0.0,-0.1204,-0.1427,-0.081,0.0,-20.19,15.94,16.88,10.86,-56.77,-117.61,0.0,972.08,37.734,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,500003,2016-02-09 14:45:11:490
4.9409,8.7634,-1.8442,4.39,8.47,-2.28,-0.64,-1.31,0.12,-0.033,-0.1321,0.18,0.0,-20.56,14.88,15.31,7.11,-58.37,-117.31,0.0,972.09,37.31,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,500503,2016-02-09 14:45:11:990
4.6727,8.931,-2.6106,4.61,8.34,-2.33,-0.22,1.05,0.22,0.0714,-0.0607,0.0075,0.0,-19.81,11.25,17.69,14.18,-58.23,-116.81,0.0,972.09,39.372,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,501003,2016-02-09 14:45:12:490
4.8787,8.6652,-2.4717,4.56,8.35,-2.37,-0.14,0.68,0.39,-0.0128,0.0011,-0.0213,0.0,-18.75,14.5,16.5,13.7,-58.39,-116.71,0.0,972.09,38.599,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,501503,2016-02-09 14:45:12:990
4.9553,8.579,-2.7088,4.46,8.38,-2.47,-0.12,0.84,0.12,0.0096,-0.1097,-0.065,0.0,-17.25,14.5,17.31,12.04,-58.63,-117.67,0.0,972.08,38.475,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,502003,2016-02-09 14:45:13:490
4.5553,8.1646,-6.1624,4.14,8.04,-3.78,-0.1,0.03,-0.87,1.2975,-0.7766,-0.212,0.0,-18.0,15.25,18.44,10.73,-58.48,-119.56,0.0,972.09,38.322,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,502502,2016-02-09 14:45:13:989
4.7541,8.27,-3.6572,3.89,8.13,-3.87,0.09,0.53,0.39,-0.2461,0.0458,0.0117,0.0,-15.44,15.25,21.56,9.47,-55.98,-134.85,0.0,972.1,37.908,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,503003,2016-02-09 14:45:14:490
3.832,9.0675,-3.2045,4.07,8.29,-3.3,-0.57,0.9,0.68,-0.1033,0.2226,0.0479,0.0,-15.44,14.88,20.0,12.05,-57.7,-129.04,0.0,972.09,37.436,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,503503,2016-02-09 14:45:14:990
4.5434,8.3826,-2.8141,4.47,8.2,-2.99,-0.26,0.57,0.42,0.1704,0.1449,-0.1268,0.0,-17.25,16.69,19.63,13.78,-57.27,-123.15,0.0,972.09,35.682,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,504003,2016-02-09 14:45:15:490
4.6823,8.5119,-3.1016,4.36,8.25,-3.02,-0.11,0.68,0.35,-0.0096,-0.049,-0.0096,0.0,-17.62,13.75,21.56,12.06,-57.14,-124.44,0.0,972.09,36.093,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,504503,2016-02-09 14:45:15:990
4.5817,8.5742,-3.1495,4.34,8.26,-3.01,-0.22,0.85,0.28,-0.0043,-0.0011,0.0043,0.0,-18.0,12.69,19.19,10.53,-57.38,-124.83,0.0,972.09,36.16,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 24,505003,2016-02-09 14:45:16:490
4.5769,8.8352,-3.2237,4.26,8.31,-2.99,-0.06,0.92,0.33,-0.0863,0.0565,-0.0543,0.0,-16.87,13.06,17.69,9.87,-57.5,-125.5,0.0,972.06,37.797,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,505503,2016-02-09 14:45:16:990
4.3446,9.1226,-2.8573,3.98,8.59,-2.54,-0.27,0.54,0.36,-0.0788,0.0511,-0.0703,0.0,-16.19,13.75,16.5,12.15,-61.2,-122.55,0.0,972.08,36.183,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,506003,2016-02-09 14:45:17:490
4.1889,8.6436,-2.3711,3.94,8.68,-2.29,-0.26,0.42,0.42,0.2141,0.1662,0.0554,0.0,-18.0,12.69,13.38,4.61,-62.75,-120.5,0.0,972.06,37.611,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 23,506502,2016-02-09 14:45:17:989
4.4547,8.8759,-2.577,4.32,8.39,-2.67,-0.26,0.84,0.15,-0.0309,-0.098,0.0479,0.0,-20.19,16.31,14.94,4.34,-58.81,-121.72,0.0,972.08,38.731,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 23,507003,2016-02-09 14:45:18:490
4.6655,8.7035,-2.9028,4.36,8.34,-2.76,-0.2,0.75,0.26,0.0085,-0.0405,0.0075,0.0,-19.81,13.06,16.06,6.97,-58.31,-122.24,0.0,972.08,36.841,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 23,507502,2016-02-09 14:45:18:989
4.5913,8.7227,-2.862,4.35,8.35,-2.76,-0.34,0.74,0.33,-0.0692,-0.0181,-0.0128,0.0,-18.75,13.75,17.31,7.85,-58.12,-122.71,0.0,972.08,37.659,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 23,508003,2016-02-09 14:45:19:490
4.6056,8.7203,-2.8477,4.37,8.33,-2.75,-0.23,0.78,0.28,0.0043,-0.0053,0.0011,0.0,-19.81,14.13,17.69,8.18,-58.31,-122.15,0.0,972.08,36.948,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,8 / 22,508503,2016-02-09 14:45:19:990
4.632,8.7107,-2.8525,4.38,8.33,-2.76,-0.24,0.75,0.28,0.0011,-0.0064,0.0011,0.0,-19.06,16.69,18.06,9.41,-58.14,-122.22,0.0,972.09,35.565,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,8 / 22,509002,2016-02-09 14:45:20:489
4.6655,8.6556,-2.8668,4.38,8.35,-2.71,-0.2,0.88,0.24,0.0181,0.0043,0.0021,0.0,-17.62,14.5,18.81,12.81,-58.33,-121.75,0.0,972.1,36.401,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 22,509502,2016-02-09 14:45:20:989
4.6176,8.658,-2.8094,4.39,8.33,-2.72,-0.25,0.77,0.27,0.0107,-0.0096,-0.0011,0.0,-19.06,14.88,18.06,11.78,-58.23,-121.78,0.0,972.1,37.116,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 22,510003,2016-02-09 14:45:21:490
4.6008,8.7035,-2.8357,4.39,8.33,-2.73,-0.27,0.79,0.28,-0.0011,-0.0011,-0.0032,0.0,-18.75,15.25,18.06,9.95,-58.15,-121.97,0.0,972.09,37.603,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,510503,2016-02-09 14:45:21:990
4.6008,8.6843,-2.7543,4.39,8.33,-2.73,-0.24,0.75,0.26,-0.0234,-0.0085,-0.0043,0.0,-18.0,13.06,17.69,11.7,-58.18,-121.88,0.0,972.1,36.711,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,511003,2016-02-09 14:45:22:490
4.3398,8.8855,-3.0441,4.31,8.38,-2.71,-0.18,0.69,0.31,-0.13,-0.1012,0.0181,0.0,-17.62,13.44,18.06,11.56,-58.62,-121.79,0.0,972.1,35.174,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 21,511503,2016-02-09 14:45:22:990
4.2823,8.3466,-2.9243,4.24,8.47,-2.54,-0.23,0.81,0.28,0.0469,0.2525,-0.1438,0.0,-18.75,15.63,17.31,9.22,-59.73,-120.92,0.0,972.09,37.205,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 21,512002,2016-02-09 14:45:23:489
4.4978,8.9071,-2.6441,4.34,8.43,-2.51,-0.38,0.95,0.28,-0.0202,-0.0565,-0.0213,0.0,-18.75,15.25,17.25,10.41,-59.05,-119.72,0.0,972.09,37.425,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 21,512503,2016-02-09 14:45:23:990
4.3949,8.7945,-2.7303,4.2,8.47,-2.6,-0.29,0.76,0.31,-0.0202,-0.032,-0.0107,0.0,-16.5,13.75,17.63,14.31,-59.75,-121.76,0.0,972.09,41.819,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,6 / 21,513003,2016-02-09 14:45:24:490
4.4356,8.9167,-2.7543,4.19,8.47,-2.64,-0.22,0.81,0.3,0.0138,-0.0021,0.0053,0.0,-17.25,13.06,17.63,12.75,-59.69,-122.21,0.0,972.1,37.294,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,9 / 22,513503,2016-02-09 14:45:24:990
4.2512,8.7131,-3.1231,4.11,8.48,-2.72,-0.37,1.24,0.46,0.0437,0.0533,-0.017,0.0,-16.19,14.88,19.19,14.4,-59.52,-123.02,0.0,972.1,36.583,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,9 / 22,514003,2016-02-09 14:45:25:490
4.4308,8.5311,-3.0441,4.11,8.43,-2.88,-0.13,0.78,0.57,-0.0064,0.0565,-0.1001,0.0,-15.81,13.75,19.63,14.72,-59.02,-124.51,0.0,972.1,35.803,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 22,514503,2016-02-09 14:45:25:990
4.3086,8.9885,-2.8884,4.16,8.42,-2.83,-0.25,0.92,0.43,0.0011,-0.0192,0.066,0.0,-16.5,11.94,18.81,14.11,-59.14,-124.23,0.0,972.09,35.533,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,12 / 22,515002,2016-02-09 14:45:26:489
4.5194,8.6149,-2.8285,4.18,8.42,-2.79,-0.26,0.84,0.33,0.0714,0.1364,-0.0405,0.0,-16.87,16.31,20.0,13.54,-59.17,-123.72,0.0,972.1,37.684,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,515503,2016-02-09 14:45:26:990
4.6128,8.6412,-3.0201,4.29,8.32,-2.91,-0.14,0.72,0.31,-0.0085,0.0043,0.0202,0.0,-16.87,16.69,18.44,10.16,-58.36,-124.31,0.0,972.12,35.938,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,516002,2016-02-09 14:45:27:489
4.5649,8.6772,-2.965,4.34,8.31,-2.89,-0.26,0.79,0.35,0.0,0.0128,-0.0085,0.0,-16.19,16.31,18.0,12.14,-57.83,-123.75,0.0,972.12,35.945,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,516503,2016-02-09 14:45:27:990
4.5936,8.6221,-3.0153,4.38,8.29,-2.88,-0.24,0.77,0.35,0.0192,0.0256,0.0011,0.0,-16.87,14.13,19.63,13.64,-57.82,-123.6,0.0,972.12,35.191,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,517002,2016-02-09 14:45:28:489
4.6607,8.579,-2.9914,4.42,8.26,-2.89,-0.24,0.83,0.33,-0.0043,-0.0011,0.0011,0.0,-19.06,16.31,19.19,10.01,-57.45,-123.33,0.0,972.12,36.891,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,517503,2016-02-09 14:45:28:990
4.6224,8.6053,-2.9842,4.41,8.27,-2.89,-0.25,0.8,0.33,0.0011,-0.0011,-0.0032,0.0,-17.25,16.31,17.63,11.22,-57.48,-123.24,0.0,972.12,37.533,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,518003,2016-02-09 14:45:29:490
4.6368,8.6197,-2.9914,4.41,8.27,-2.89,-0.24,0.78,0.33,0.0,0.0011,-0.0032,0.0,-16.87,14.13,19.25,13.08,-57.48,-123.24,0.0,972.13,36.36,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,518503,2016-02-09 14:45:29:990
4.6368,8.6388,-3.0034,4.41,8.27,-2.89,-0.23,0.79,0.34,0.0053,0.0011,-0.0032,0.0,-17.62,16.31,19.63,12.66,-57.48,-123.24,0.0,972.14,36.405,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,519004,2016-02-09 14:45:30:491
4.6248,8.6005,-2.989,4.41,8.27,-2.88,-0.24,0.79,0.35,-0.0032,0.0011,0.0,0.0,-18.75,14.13,19.63,12.84,-57.48,-123.24,0.0,972.14,37.624,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,519503,2016-02-09 14:45:30:990
4.6392,8.6412,-2.9818,4.41,8.27,-2.88,-0.23,0.79,0.34,-0.0011,-0.0032,-0.0021,0.0,-16.87,13.44,18.81,13.4,-57.51,-123.15,0.0,972.14,36.923,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,520003,2016-02-09 14:45:31:490
4.6487,8.6197,-3.0034,4.42,8.27,-2.88,-0.26,0.79,0.32,0.0075,0.0096,-0.0011,0.0,-18.37,15.94,20.0,11.61,-57.51,-123.15,0.0,972.14,36.07,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,520502,2016-02-09 14:45:31:989
4.6775,8.646,-3.0345,4.44,8.26,-2.88,-0.2,0.77,0.33,0.0011,-0.0075,0.0021,0.0,-19.06,15.63,19.19,13.07,-57.39,-123.03,0.0,972.14,37.604,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,521003,2016-02-09 14:45:32:490
4.7254,8.5861,-2.989,4.45,8.25,-2.87,-0.18,0.76,0.34,-0.0053,-0.0064,-0.0234,0.0,-17.62,16.31,18.81,11.66,-57.21,-122.85,0.0,972.16,36.464,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,521503,2016-02-09 14:45:32:990
4.6511,8.6867,-3.0465,4.38,8.27,-2.92,-0.31,0.77,0.29,-0.0011,0.0096,-0.0032,0.0,-17.25,15.94,19.19,12.24,-57.52,-123.69,0.0,972.16,36.696,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,522003,2016-02-09 14:45:33:490
4.5362,8.6221,-2.9746,4.37,8.29,-2.9,-0.3,0.77,0.36,-0.0117,-0.0192,-0.0053,0.0,-17.62,11.94,19.19,11.87,-57.68,-123.57,0.0,972.17,36.236,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,522503,2016-02-09 14:45:33:990
4.5625,8.646,-2.9986,4.34,8.31,-2.89,-0.24,0.77,0.33,0.0053,0.0,-0.0011,0.0,-18.0,14.88,19.19,11.16,-57.89,-123.66,0.0,972.16,37.6,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,523003,2016-02-09 14:45:34:490
4.5745,8.6915,-3.0034,4.37,8.29,-2.89,-0.26,0.83,0.33,0.0011,-0.0021,0.0053,0.0,-16.5,15.63,20.0,14.95,-57.75,-123.63,0.0,972.14,40.543,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,523503,2016-02-09 14:45:34:990
4.6631,8.6173,-3.0034,4.41,8.26,-2.9,-0.24,0.8,0.34,0.016,0.016,0.0043,0.0,-18.0,14.5,20.75,12.71,-57.49,-123.39,0.0,972.17,38.21,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 23,524002,2016-02-09 14:45:35:489
4.3637,8.4161,-3.0321,4.41,8.24,-2.98,-0.49,0.62,0.36,0.0362,0.0234,-0.0064,0.0,-18.75,17.81,19.63,12.45,-57.24,-123.24,0.0,972.17,37.901,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,524503,2016-02-09 14:45:35:990
4.7206,8.5909,-3.0752,4.44,8.23,-2.96,-0.18,0.81,0.3,-0.0085,-0.0128,-0.016,0.0,-18.0,16.31,19.19,11.07,-56.98,-123.78,0.0,972.17,36.759,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,525002,2016-02-09 14:45:36:489
4.62,8.6221,-3.0776,4.38,8.26,-2.96,-0.23,0.82,0.32,0.0138,0.0,-0.0138,0.0,-16.5,15.25,19.56,14.97,-57.27,-123.93,0.0,972.16,37.089,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,525503,2016-02-09 14:45:36:990
4.5122,8.6245,-3.0345,4.33,8.27,-3.01,-0.3,0.83,0.24,0.0192,0.0032,-0.0064,0.0,-18.0,13.44,20.0,12.02,-57.5,-124.72,0.0,972.16,36.067,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,526004,2016-02-09 14:45:37:491
4.6296,8.6173,-3.2045,4.33,8.25,-3.05,-0.27,0.72,0.24,-0.016,-0.0021,-0.0213,0.0,-17.62,17.81,18.81,10.95,-57.37,-125.22,0.0,972.14,36.624,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,526503,2016-02-09 14:45:37:990
4.4739,8.6364,-3.1614,4.27,8.28,-3.06,-0.24,0.78,0.32,-0.0213,-0.0245,-0.0192,0.0,-16.5,15.94,20.0,13.28,-57.61,-125.63,0.0,972.16,37.347,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,527003,2016-02-09 14:45:38:490
4.5434,8.6436,-3.1997,4.29,8.28,-3.04,-0.21,0.82,0.35,-0.0288,-0.0437,0.032,0.0,-17.25,15.94,19.56,12.19,-57.58,-125.32,0.0,972.14,37.188,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,527504,2016-02-09 14:45:38:991
4.4859,8.6197,-3.0944,4.32,8.27,-3.01,-0.28,0.82,0.39,-0.0053,0.0075,-0.0021,0.0,-17.62,15.94,20.38,11.2,-57.49,-124.96,0.0,972.14,37.19,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,528003,2016-02-09 14:45:39:490
4.6607,8.5909,-3.0704,4.36,8.26,-2.98,-0.19,0.73,0.37,0.0415,0.0948,0.0096,0.0,-17.62,17.06,17.63,8.79,-57.72,-124.42,0.0,972.13,37.856,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,528502,2016-02-09 14:45:39:989
4.723,8.4856,-3.1039,4.45,8.2,-3.03,-0.18,0.75,0.35,0.0149,0.0128,-0.0085,0.0,-18.75,14.13,20.0,9.24,-56.95,-123.87,0.0,972.14,37.61,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,529003,2016-02-09 14:45:40:490
4.7158,8.5119,-3.0105,4.44,8.21,-3.0,-0.29,0.83,0.21,0.0362,0.017,-0.0043,0.0,-18.75,15.63,19.19,15.11,-56.83,-123.99,0.0,972.16,37.478,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,529502,2016-02-09 14:45:40:989
4.6415,8.5646,-3.2381,4.4,8.22,-3.04,-0.17,0.72,0.4,0.0383,0.0192,-0.0192,0.0,-18.0,15.63,18.81,11.36,-56.75,-124.31,0.0,972.17,37.446,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,530002,2016-02-09 14:45:41:489
4.8188,8.5766,-3.2045,4.44,8.21,-3.01,-0.24,0.77,0.27,0.0224,0.0266,0.0426,0.0,-18.0,16.69,18.0,8.85,-56.65,-124.72,0.0,972.17,37.923,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,530503,2016-02-09 14:45:41:990
4.8595,8.6269,-3.0153,4.54,8.18,-2.94,-0.17,0.9,0.31,-0.0426,0.0202,0.0096,0.0,-18.75,15.63,20.0,11.8,-56.65,-122.81,0.0,972.16,37.382,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,11 / 23,531003,2016-02-09 14:45:42:490
4.6535,8.6652,-3.2141,4.56,8.19,-2.87,-0.35,1.18,0.08,-0.0032,-0.0394,0.0096,0.0,-18.37,18.13,19.56,13.11,-56.66,-122.19,0.0,972.14,37.235,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 23,531503,2016-02-09 14:45:42:990
4.7397,8.5382,-3.0489,4.48,8.22,-2.93,-0.09,0.71,0.32,-0.1523,-0.2152,0.0149,0.0,-18.37,16.69,19.19,11.45,-56.97,-122.86,0.0,972.16,37.54,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 23,532003,2016-02-09 14:45:43:490
4.6607,8.5957,-3.0057,4.27,8.38,-2.78,-0.07,0.59,0.29,0.0373,-0.033,-0.0426,0.0,-16.19,15.25,19.19,15.06,-58.52,-122.23,0.0,972.14,37.21,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,532503,2016-02-09 14:45:43:990
4.5146,8.7227,-2.7854,4.29,8.37,-2.77,-0.19,0.79,0.38,0.0,0.0298,-0.033,0.0,-17.25,14.88,20.38,14.52,-58.61,-122.85,0.0,972.14,37.136,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,10 / 24,533003,2016-02-09 14:45:44:490
4.5793,8.7466,-2.8644,4.31,8.36,-2.77,-0.16,0.77,0.4,0.0064,0.0256,-0.0096,0.0,-17.25,15.63,19.19,14.52,-58.61,-122.85,0.0,972.14,37.57,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,533503,2016-02-09 14:45:44:990
4.6104,8.7179,-2.9938,4.29,8.35,-2.83,-0.15,0.68,0.32,-0.0128,-0.0085,-0.0043,0.0,-17.25,14.5,18.0,11.59,-58.4,-123.16,0.0,972.16,38.182,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,13 / 24,534002,2016-02-09 14:45:45:489
4.517,8.8209,-2.9267,4.29,8.37,-2.78,-0.23,0.75,0.33,-0.0011,0.0298,-0.0224,0.0,-16.5,14.13,18.81,14.17,-58.49,-122.98,0.0,972.16,38.909,54.978058,-1.614038,319.35,174.11588707567978,,0.0,16.129032,,14 / 24,534503,2016-02-09 14:45:45:990
